inventoryid,store,brand,productname,size,vendorid,vendorname,invoiceno,podate,receivingdate,invoicedate,paydate,unitprice,quantity,totalamount,classification,size_ml
4_EANVERNESS_34460,4,34460,Dr Loosen Rsl 'Dr L' M,750mL,4425,MARTIGNETTI COMPANIES,10247,2016-05-16,2016-05-26,2016-06-07,2016-07-05,7.23,12,86.76,2,750.0
76_DONCASTER_10874,76,10874,Cantine Maschio Prosecco Brt,750mL,516,BANFI PRODUCTS CORP,12108,2016-09-15,2016-09-19,2016-09-27,2016-10-30,7.53,12,90.36,2,750.0
61_AETHELNEY_5138,61,5138,Fireball Cinnamon Whisky,750mL,8004,SAZERAC CO INC,8867,2016-02-10,2016-02-15,2016-02-27,2016-03-26,11.1,9,99.9,1,750.0
49_GARIGILL_6688,49,6688,Ch St Jean Chard California,750mL,9819,TREASURY WINE ESTATES,8757,2016-02-02,2016-02-12,2016-02-23,2016-04-01,5.81,7,40.67,2,750.0
41_LARNWICK_18988,41,18988,Franzia Chillable Red Tap,5L,9815,WINE GROUP INC,12234,2016-09-22,2016-09-28,2016-10-11,2016-11-09,8.9,3,26.7,2,5000.0
38_GOULCREST_18551,38,18551,Antigal Uno Malbec Mendoza,750mL,9552,M S WALKER INC,11692,2016-08-17,2016-08-25,2016-08-31,2016-10-16,10.2,11,112.2,2,750.0
6_GOULCREST_22899,6,22899,Simi Svgn Bl,750mL,1392,CONSTELLATION BRANDS INC,13375,2016-12-06,2016-12-13,2016-12-20,2017-01-28,6.53,48,313.44,2,750.0
51_ABERDEEN_4488,51,4488,Zhenka Tropical Dark Rum,1.75L,9552,M S WALKER INC,8345,2016-01-05,2016-01-15,2016-01-19,2016-03-02,8.02,18,144.36,1,1750.0
2_ASHBORNE_27644,2,27644,Cline Znfdl Cal,750mL,4425,MARTIGNETTI COMPANIES,10068,2016-05-04,2016-05-12,2016-05-16,2016-06-16,6.84,12,82.08,2,750.0
60_IRRAGIN_2782,60,2782,The Gifted Horse,750mL,3960,DIAGEO NORTH AMERICA INC,9904,2016-04-22,2016-04-28,2016-05-07,2016-06-14,39.05,12,468.6,1,750.0
56_BEGGAR'S HOLE_3689,56,3689,Stolichnaya Vanil,750mL,8664,"STOLI GROUP,(USA) LLC",11503,2016-08-04,2016-08-10,2016-08-23,2016-09-24,12.77,12,153.24,1,750.0
47_PELLA'S WISH_16794,47,16794,Freakshow Cab Svgn,750mL,4425,MARTIGNETTI COMPANIES,11693,2016-08-17,2016-08-26,2016-08-31,2016-10-15,10.94,6,65.64,2,750.0
53_HILLFAR_9388,53,9388,Hennessy Privilege VSOP,375mL,8112,MOET HENNESSY USA INC,8278,2015-12-31,2016-01-06,2016-01-15,2016-02-15,17.14,12,205.68,1,375.0
6_GOULCREST_1346,6,1346,Knob Creek Bourbon,750mL,12546,JIM BEAM BRANDS COMPANY,13557,2016-12-18,2016-12-27,2017-01-04,2017-02-17,22.55,5,112.75,1,750.0
66_EANVERNESS_7221,66,7221,M & R Sweet Vermouth,1.5L,480,BACARDI USA INC,12236,2016-09-23,2016-09-26,2016-10-07,2016-11-10,6.86,5,34.3,2,1500.0
76_DONCASTER_4438,76,4438,Cruzan Black Cherry Rum,750mL,12546,JIM BEAM BRANDS COMPANY,13056,2016-11-14,2016-11-26,2016-11-28,2017-01-15,7.35,10,73.5,1,750.0
73_DONCASTER_32907,73,32907,Sterling Vintners Cltn Chard,750mL,1590,DIAGEO CHATEAU ESTATE WINES,13206,2016-11-24,2016-11-29,2016-12-06,2017-01-10,5.37,21,112.77,2,750.0
72_HARDERSFIELD_4764,72,4764,Flor de Cana Gran Rsv Rum,750mL,3664,WILLIAM GRANT & SONS INC,9276,2016-03-09,2016-03-15,2016-03-22,2016-05-06,14.81,3,44.43,1,750.0
58_HARTLEPOOL_8793,58,8793,Fabrizia's Margarita RTD,1.75L,1655,FABRIZIA SPIRITS LLC,12196,2016-09-21,2016-09-29,2016-10-04,2016-11-11,15.07,1,15.07,1,1750.0
17_OLDHAM_3696,17,3696,Gilbeys Vodka,1.75L,12546,JIM BEAM BRANDS COMPANY,9118,2016-02-28,2016-03-08,2016-03-19,2016-04-21,7.6,6,45.6,1,1750.0
74_PAENTMARWY_27105,74,27105,Lan Rioja 2011 Ltd Edition,750mL,7153,PINE STATE TRADING CO,12049,2016-09-11,2016-09-21,2016-10-01,2016-11-01,29.79,6,178.74,2,750.0
1_HARDERSFIELD_28658,1,28658,R Mondavi Pnt Nr Pvt Sel,750mL,1392,CONSTELLATION BRANDS INC,8108,2015-12-20,2016-01-01,2016-01-11,2016-02-10,4.53,12,54.36,2,750.0
66_EANVERNESS_4346,66,4346,Mr Boston Dark Rum,1.75L,660,SAZERAC NORTH AMERICA INC.,13402,2016-12-07,2016-12-15,2016-12-22,2017-01-19,8.39,6,50.34,1,1750.0
74_PAENTMARWY_2757,74,2757,Johnnie Walker Red Label,1.75L,3960,DIAGEO NORTH AMERICA INC,9199,2016-03-04,2016-03-07,2016-03-21,2016-04-29,22.38,4,89.52,1,1750.0
21_BALERNO_3827,21,3827,Popov Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC,11907,2016-09-01,2016-09-06,2016-09-13,2016-10-19,9.28,6,55.68,1,1750.0
43_WOLFORD_3684,43,3684,Fleischmanns Royal Vodka,1.75L,660,SAZERAC NORTH AMERICA INC.,9925,2016-04-24,2016-05-04,2016-05-13,2016-06-14,7.68,16,122.88,1,1750.0
32_MOUNTMEND_33879,32,33879,Gallo Twin Valley Wh Merlot,1.5L,3252,E & J GALLO WINERY,8537,2016-01-19,2016-01-26,2016-02-07,2016-03-08,6.45,6,38.7,2,1500.0
6_GOULCREST_41034,6,41034,Menage a Trois Red,750mL,8892,TRINCHERO FAMILY ESTATES,9545,2016-03-28,2016-04-04,2016-04-18,2016-05-19,5.26,24,126.24,2,750.0
22_SHARNWICK_3364,22,3364,Absolut Ruby Red,1.75L,17035,PERNOD RICARD USA,9440,2016-03-21,2016-03-28,2016-04-10,2016-05-17,17.85,6,107.1,1,1750.0
33_HORNSEY_3913,33,3913,Svedka Vodka,1.75L,1392,CONSTELLATION BRANDS INC,12518,2016-10-09,2016-10-21,2016-10-24,2016-11-28,14.28,3,42.84,1,1750.0
73_DONCASTER_2062,73,2062,Woodford Reserve Bourbon,1.75L,1128,BROWN-FORMAN CORP,10201,2016-05-13,2016-05-19,2016-05-24,2016-07-08,44.11,3,132.33,1,1750.0
13_TARMSWORTH_3444,13,3444,Hornitos Plata Tequila,1.75L,12546,JIM BEAM BRANDS COMPANY,13421,2016-12-08,2016-12-14,2016-12-24,2017-01-21,29.13,6,174.78,1,1750.0
68_SOLARIS_33214,68,33214,Sycamore Lane Merlot Cal,1.5L,8892,TRINCHERO FAMILY ESTATES,10255,2016-05-16,2016-05-24,2016-05-30,2016-07-15,5.82,2,11.64,2,1500.0
1_HARDERSFIELD_2121,1,2121,Canadian Club Traveler,750mL,12546,JIM BEAM BRANDS COMPANY,11464,2016-08-02,2016-08-12,2016-08-22,2016-09-22,7.8,10,78.0,1,750.0
15_WANBORNE_3488,15,3488,Tanqueray,750mL,3960,DIAGEO NORTH AMERICA INC,11794,2016-08-24,2016-09-01,2016-09-09,2016-10-06,15.62,9,140.58,1,750.0
13_TARMSWORTH_3500,13,3500,Tito's Handmade Vodka,50mL,4425,MARTIGNETTI COMPANIES,11053,2016-07-04,2016-07-13,2016-07-25,2016-08-22,1.07,58,62.06,1,50.0
10_HORNSEY_8562,10,8562,DeKuyper Peachtree Trav,1.75L,12546,JIM BEAM BRANDS COMPANY,11227,2016-07-17,2016-07-27,2016-08-01,2016-09-17,11.44,4,45.76,1,1750.0
14_BROMWICH_8450,14,8450,E & J Brandy VS,1.75L,3252,E & J GALLO WINERY,8879,2016-02-11,2016-02-17,2016-02-25,2016-04-06,13.86,5,69.3,1,1750.0
75_BARNCOMBE_5780,75,5780,Malibu Black,750mL,17035,PERNOD RICARD USA,11372,2016-07-26,2016-08-02,2016-08-12,2016-09-12,10.44,11,114.84,1,750.0
31_HORNSEY_5765,31,5765,Jose Cuervo Lime Margarita,1.75L,7245,PROXIMO SPIRITS INC.,11680,2016-08-16,2016-08-25,2016-08-30,2016-10-14,10.36,5,51.8,1,1750.0
73_DONCASTER_5962,73,5962,Vermont Ice Maple Creme,750mL,9165,ULTRA BEVERAGE COMPANY LLP,11044,2016-07-03,2016-07-12,2016-07-25,2016-08-22,17.26,6,103.56,1,750.0
55_DRY GULCH_25021,55,25021,Mark West Black Pnt Nr,750mL,1392,CONSTELLATION BRANDS INC,12457,2016-10-04,2016-10-12,2016-10-25,2016-11-28,7.28,12,87.36,2,750.0
60_IRRAGIN_31186,60,31186,Almaden Merlot Cal B/B,5L,9815,WINE GROUP INC,12012,2016-09-07,2016-09-12,2016-09-25,2016-10-28,10.8,4,43.2,2,5000.0
76_DONCASTER_3762,76,3762,Patron Silver Tequila,50mL,9165,ULTRA BEVERAGE COMPANY LLP,11969,2016-09-05,2016-09-14,2016-09-27,2016-10-21,4.61,58,267.38,1,50.0
73_DONCASTER_31493,73,31493,Barefoot Merlot Cal,750mL,3252,E & J GALLO WINERY,10953,2016-06-28,2016-07-05,2016-07-13,2016-08-14,3.33,12,39.96,2,750.0
22_SHARNWICK_3405,22,3405,Tito's Handmade Vodka,1.75L,4425,MARTIGNETTI COMPANIES,8159,2015-12-23,2016-01-01,2016-01-05,2016-02-13,23.19,11,255.09,1,1750.0
32_MOUNTMEND_4145,32,4145,Don Q Cristal Rum,1.75L,98450,Serralles Usa LLC,10456,2016-05-30,2016-06-10,2016-06-18,2016-07-28,12.68,5,63.4,1,1750.0
38_GOULCREST_28890,38,28890,Peter Vella Wh Znfdl Cal,5L,3252,E & J GALLO WINERY,8438,2016-01-12,2016-01-20,2016-01-25,2016-03-12,9.99,4,39.96,2,5000.0
81_PEMBROKE_14701,81,14701,Cupcake Red Velvet,750mL,9815,WINE GROUP INC,11833,2016-08-26,2016-09-03,2016-09-07,2016-10-08,4.57,60,274.2,2,750.0
69_MOUNTMEND_10254,69,10254,Beringer Classic Chard,750mL,9819,TREASURY WINE ESTATES,10828,2016-06-24,2016-06-30,2016-07-10,2016-08-14,3.37,15,50.55,2,750.0
60_IRRAGIN_3745,60,3745,Taaka Vodka Traveler,750mL,8004,SAZERAC CO INC,8611,2016-01-24,2016-02-01,2016-02-10,2016-03-18,3.07,9,27.63,1,750.0
49_GARIGILL_12203,49,12203,Cavit Prosecco Lunetta,187mL 3 Pk,6785,PALM BAY INTERNATIONAL INC,11057,2016-07-04,2016-07-15,2016-07-22,2016-08-27,6.84,8,54.72,2,
30_CULCHETH_3295,30,3295,Tito's Handmade Vodka,375mL,4425,MARTIGNETTI COMPANIES,12047,2016-09-11,2016-09-22,2016-10-02,2016-10-29,7.93,12,95.16,1,375.0
57_LANTEGLOS_4113,57,4113,Capt Morgan White,50mL,3960,DIAGEO NORTH AMERICA INC,13084,2016-11-16,2016-11-25,2016-12-03,2017-01-06,0.74,115,85.1,1,50.0
72_HARDERSFIELD_3857,72,3857,Grey Goose Vodka,1.75L,480,BACARDI USA INC,13238,2016-11-27,2016-12-09,2016-12-20,2017-01-23,38.27,6,229.62,1,1750.0
76_DONCASTER_6498,76,6498,Franzia Chablis Old World C,5L,9815,WINE GROUP INC,12670,2016-10-18,2016-10-28,2016-11-01,2016-12-11,9.73,4,38.92,2,5000.0
34_PITMERDEN_5367,34,5367,Sambuca di Amore,750mL,660,SAZERAC NORTH AMERICA INC.,13402,2016-12-07,2016-12-15,2016-12-22,2017-01-19,5.83,1,5.83,1,750.0
49_GARIGILL_24535,49,24535,Giesen Svgn Bl,750mL,653,STATE WINE & SPIRITS,9703,2016-04-07,2016-04-12,2016-04-20,2016-05-31,7.74,12,92.88,2,750.0
67_EANVERNESS_31201,67,31201,Beringer Fndrs Est Cab Svgn,750mL,9819,TREASURY WINE ESTATES,8147,2015-12-22,2016-01-02,2016-01-05,2016-02-17,6.03,12,72.36,2,750.0
33_HORNSEY_15737,33,15737,Naked Ryan Patrick Vyd Chard,750mL,90047,CRUSH WINES,10117,2016-05-08,2016-05-20,2016-05-27,2016-06-26,6.49,4,25.96,2,750.0
11_CARDEND_27854,11,27854,F Coppola Black Label Claret,750mL,2000,SOUTHERN WINE & SPIRITS NE,10339,2016-05-22,2016-06-02,2016-06-07,2016-07-19,10.2,12,122.4,2,750.0
66_EANVERNESS_8361,66,8361,Carlo Rossi Chablis Calif,4L,3252,E & J GALLO WINERY,8238,2015-12-29,2016-01-04,2016-01-18,2016-02-14,10.06,8,80.48,2,4000.0
14_BROMWICH_28947,14,28947,R M Woodbridge Merlot Cal,1.5L,1392,CONSTELLATION BRANDS INC,13121,2016-11-18,2016-11-21,2016-12-01,2016-12-29,5.91,18,106.38,2,1500.0
63_SWORDBREAK_14706,63,14706,Cupcake Prosecco,750mL,9815,WINE GROUP INC,8285,2015-12-31,2016-01-05,2016-01-18,2016-02-23,4.6,12,55.2,2,750.0
60_IRRAGIN_6570,60,6570,Kendall Jackson Chard Vt RSV,750mL,10000,MAJESTIC FINE WINES,13191,2016-11-23,2016-12-01,2016-12-10,2017-01-10,6.77,50,338.5,2,750.0
34_PITMERDEN_2143,34,2143,Canadian Mist,1.75L,1128,BROWN-FORMAN CORP,10378,2016-05-25,2016-05-30,2016-06-11,2016-07-23,10.07,3,30.21,1,1750.0
4_EANVERNESS_6937,4,6937,Cavit Pinot Grigio,1.5L,6785,PALM BAY INTERNATIONAL INC,9221,2016-03-06,2016-03-16,2016-03-22,2016-04-28,6.75,10,67.5,2,1500.0
66_EANVERNESS_2443,66,2443,Seagrams VO,1.75L,3960,DIAGEO NORTH AMERICA INC,11907,2016-09-01,2016-09-09,2016-09-13,2016-10-19,13.48,12,161.76,1,1750.0
78_EASTHAVEN_4380,78,4380,Ron Virgin Heavy Bodied Rum,1.75L,9552,M S WALKER INC,8712,2016-01-31,2016-02-11,2016-02-23,2016-03-20,10.84,12,130.08,1,1750.0
61_AETHELNEY_5058,61,5058,Capt Morgan Long Isl Tea RTD,1.75L,3960,DIAGEO NORTH AMERICA INC,9766,2016-04-13,2016-04-18,2016-05-01,2016-06-02,11.93,6,71.58,1,1750.0
24_PALPERROTH_5111,24,5111,Dr McGillicuddy's Mentholmnt,50mL,8004,SAZERAC CO INC,13364,2016-12-05,2016-12-15,2016-12-19,2017-02-01,0.72,106,76.32,1,50.0
30_CULCHETH_34427,30,34427,Frei Bros RSV Cab Svgn Alex,750mL,3252,E & J GALLO WINERY,11656,2016-08-15,2016-08-25,2016-09-03,2016-10-15,13.81,12,165.72,2,750.0
22_SHARNWICK_16837,22,16837,Beringer Classic Pink Moscat,750mL,9819,TREASURY WINE ESTATES,13332,2016-12-02,2016-12-08,2016-12-12,2017-01-28,3.42,14,47.88,2,750.0
50_MOUNTMEND_4722,50,4722,Remy Martin VSOP Cognac,750mL,7239,REMY COINTREAU USA INC,11484,2016-08-03,2016-08-08,2016-08-18,2016-09-15,27.77,23,638.71,1,750.0
9_BLACKPOOL_5311,9,5311,Amaretto DiSaronno,1.75L,2555,DISARONNO INTERNATIONAL LLC,9098,2016-02-26,2016-03-02,2016-03-15,2016-04-18,23.7,6,142.2,1,1750.0
21_BALERNO_8819,21,8819,Leroux Blackberry Brandy,750mL,12546,JIM BEAM BRANDS COMPANY,13557,2016-12-18,2016-12-29,2017-01-04,2017-02-17,5.1,12,61.2,1,750.0
58_HARTLEPOOL_5708,58,5708,Dr McGillicuddy's Root Beer,50mL,8004,SAZERAC CO INC,8492,2016-01-15,2016-01-19,2016-02-01,2016-03-13,0.38,4,1.52,1,50.0
52_GRAYCOTT_3054,52,3054,Smirnoff Kissed Caramel,750mL,3960,DIAGEO NORTH AMERICA INC,13487,2016-12-13,2016-12-23,2016-12-29,2017-02-06,8.14,11,89.54,1,750.0
39_EASTHALLOW_24188,39,24188,St Francis Cab Svgn Sonoma,750mL,4692,KOBRAND CORPORATION,9262,2016-03-09,2016-03-17,2016-03-23,2016-04-30,8.55,12,102.6,2,750.0
39_EASTHALLOW_40098,39,40098,Black Box Merlot Cal,3L,1392,CONSTELLATION BRANDS INC,8419,2016-01-11,2016-01-18,2016-01-30,2016-03-01,10.38,5,51.9,2,3000.0
55_DRY GULCH_2520,55,2520,The Macallan 12 Yr Old,750mL,2561,EDRINGTON AMERICAS,11172,2016-07-13,2016-07-19,2016-08-01,2016-09-02,42.21,11,464.31,1,750.0
74_PAENTMARWY_3246,74,3246,Bentley's Vodka,1.75L,8004,SAZERAC CO INC,8561,2016-01-20,2016-01-29,2016-02-01,2016-03-15,6.71,9,60.39,1,1750.0
38_GOULCREST_840,38,840,Bols Peach Flavored Brandy,Liter,6213,MHW LTD,11146,2016-07-11,2016-07-19,2016-08-01,2016-09-11,8.79,12,105.48,1,
33_HORNSEY_24634,33,24634,Marques de Caceres RSV Red,750mL,1587,VINEYARD BRANDS INC,11831,2016-08-26,2016-09-02,2016-09-06,2016-10-17,10.27,35,359.45,2,750.0
58_HARTLEPOOL_2752,58,2752,Johnnie Walker Black Label,750mL,3960,DIAGEO NORTH AMERICA INC,12369,2016-09-28,2016-10-06,2016-10-13,2016-11-24,26.31,12,315.72,1,750.0
38_GOULCREST_11460,38,11460,Freemark Abbey Cab Svgn Napa,750mL,9552,M S WALKER INC,8553,2016-01-20,2016-01-25,2016-02-01,2016-03-13,27.02,12,324.24,2,750.0
7_STANMORE_35862,7,35862,Allegrini Palazzo Della Tor,750mL,3252,E & J GALLO WINERY,8879,2016-02-11,2016-02-19,2016-02-25,2016-04-06,13.6,12,163.2,2,750.0
38_GOULCREST_13779,38,13779,Banfi Centine Rose Toscana,750mL,516,BANFI PRODUCTS CORP,10326,2016-05-22,2016-05-31,2016-06-06,2016-07-19,6.49,12,77.88,2,750.0
27_MOUNTMEND_5505,27,5505,Pallini Limoncello Liqueur,750mL,1485,CASTLE BRANDS CORP.,11773,2016-08-23,2016-08-31,2016-09-07,2016-10-18,14.5,6,87.0,1,750.0
73_DONCASTER_1476,73,1476,Jim Beam Traveler,1.75L,12546,JIM BEAM BRANDS COMPANY,9087,2016-02-25,2016-03-04,2016-03-07,2016-04-14,16.05,45,722.25,1,1750.0
55_DRY GULCH_10603,55,10603,Parducci Petite Sirah,750mL,9552,M S WALKER INC,8553,2016-01-20,2016-01-27,2016-02-01,2016-03-13,7.58,12,90.96,2,750.0
4_EANVERNESS_2077,4,2077,John Barr Rsv Black Scotch,750mL,7153,PINE STATE TRADING CO,13439,2016-12-09,2016-12-12,2016-12-23,2017-01-21,17.59,12,211.08,1,750.0
41_LARNWICK_1663,41,1663,Jim Beam Maple,50mL,12546,JIM BEAM BRANDS COMPANY,8503,2016-01-17,2016-01-26,2016-02-02,2016-03-08,0.74,118,87.32,1,50.0
75_BARNCOMBE_4103,75,4103,Capt Morgan White,750mL,3960,DIAGEO NORTH AMERICA INC,12149,2016-09-18,2016-09-27,2016-10-08,2016-11-07,11.19,12,134.28,1,750.0
76_DONCASTER_5105,76,5105,Dr McGillicuddy's Mentholmnt,1.75L,8004,SAZERAC CO INC,11452,2016-08-01,2016-08-08,2016-08-16,2016-09-20,14.81,4,59.24,1,1750.0
61_AETHELNEY_4787,61,4787,Appleton Special Gold Rum,1.75L,11567,CAMPARI AMERICA,8269,2015-12-31,2016-01-06,2016-01-19,2016-02-19,15.03,6,90.18,1,1750.0
59_CLAETHORPES_38179,59,38179,Rex Goliath Chard,750mL,1392,CONSTELLATION BRANDS INC,10098,2016-05-06,2016-05-11,2016-05-21,2016-07-02,4.13,12,49.56,2,750.0
32_MOUNTMEND_5490,32,5490,DeKuyper Hot Damn Cinnamon,50mL,12546,JIM BEAM BRANDS COMPANY,8503,2016-01-17,2016-01-29,2016-02-02,2016-03-08,0.76,4,3.04,1,50.0
17_OLDHAM_6281,17,6281,Franzia Sunset Blush Tap,5L,9815,WINE GROUP INC,10256,2016-05-16,2016-05-24,2016-06-05,2016-07-12,8.96,7,62.72,2,5000.0
49_GARIGILL_43450,49,43450,Fish Eye Pnt Grigio,3L,9815,WINE GROUP INC,11339,2016-07-24,2016-08-02,2016-08-15,2016-09-25,11.33,2,22.66,2,3000.0
66_EANVERNESS_4153,66,4153,Jenkins Rum,1.75L,9552,M S WALKER INC,10769,2016-06-21,2016-06-28,2016-07-04,2016-08-14,9.59,6,57.54,1,1750.0
76_DONCASTER_3636,76,3636,Dr McGillicuddy's Mentholmnt,375mL,8004,SAZERAC CO INC,9365,2016-03-16,2016-03-21,2016-03-29,2016-05-10,5.03,24,120.72,1,375.0
35_HALIVAARA_3534,35,3534,Milagro Silver Tequila,750mL,3664,WILLIAM GRANT & SONS INC,12178,2016-09-19,2016-09-27,2016-10-11,2016-11-10,18.17,6,109.02,1,750.0
51_ABERDEEN_8082,51,8082,Baileys Irish Cream,1.75L,3960,DIAGEO NORTH AMERICA INC,13226,2016-11-25,2016-11-30,2016-12-05,2017-01-10,21.73,33,717.09,1,1750.0
66_EANVERNESS_1346,66,1346,Knob Creek Bourbon,750mL,12546,JIM BEAM BRANDS COMPANY,8659,2016-01-27,2016-02-03,2016-02-14,2016-03-19,22.55,5,112.75,1,750.0
73_DONCASTER_46201,73,46201,Petite Petit Phillips Lodi,750mL,4425,MARTIGNETTI COMPANIES,9309,2016-03-11,2016-03-15,2016-03-22,2016-04-25,11.25,12,135.0,2,750.0
62_KILMARNOCK_5445,62,5445,Jagermeister Liqueur,750mL,3089,SIDNEY FRANK IMPORTING CO,13405,2016-12-07,2016-12-14,2016-12-22,2017-02-02,11.76,10,117.6,1,750.0
24_PALPERROTH_3409,24,3409,Crystal Head Vodka,750mL,9165,ULTRA BEVERAGE COMPANY LLP,9148,2016-02-29,2016-03-10,2016-03-16,2016-04-25,32.14,6,192.84,1,750.0
52_GRAYCOTT_7159,52,7159,Ruffino Chianti,750mL,1392,CONSTELLATION BRANDS INC,9749,2016-04-12,2016-04-22,2016-04-28,2016-05-26,4.72,24,113.28,2,750.0
19_WINTERVALE_3826,19,3826,Skyy Vodka,1.75L,11567,CAMPARI AMERICA,12502,2016-10-07,2016-10-11,2016-10-22,2016-11-21,15.74,2,31.48,1,1750.0
10_HORNSEY_903,10,903,Bombay Sapphire Gin,Liter,480,BACARDI USA INC,11606,2016-08-11,2016-08-17,2016-08-28,2016-10-01,18.79,12,225.48,1,
53_HILLFAR_6938,53,6938,Vendange Chard,1.5L,1392,CONSTELLATION BRANDS INC,11071,2016-07-05,2016-07-13,2016-07-18,2016-09-03,4.69,6,28.14,2,1500.0
1_HARDERSFIELD_5135,1,5135,Ancho Reyes Chile Liqueur,750mL,3664,WILLIAM GRANT & SONS INC,8136,2015-12-21,2016-01-01,2016-01-11,2016-02-14,17.26,3,51.78,1,750.0
76_DONCASTER_26091,76,26091,Pacific Rim Rsl,750mL,9165,ULTRA BEVERAGE COMPANY LLP,11044,2016-07-03,2016-07-11,2016-07-25,2016-08-22,6.2,12,74.4,2,750.0
38_GOULCREST_3625,38,3625,Absolut 80 Proof,750mL,17035,PERNOD RICARD USA,12203,2016-09-21,2016-09-28,2016-10-03,2016-11-03,12.59,6,75.54,1,750.0
67_EANVERNESS_40337,67,40337,Da Vinci Chianti Tuscany,750mL,3252,E & J GALLO WINERY,11431,2016-07-31,2016-08-11,2016-08-21,2016-10-01,6.57,12,78.84,2,750.0
56_BEGGAR'S HOLE_1383,56,1383,Smirnoff Red White & Berry,750mL,3960,DIAGEO NORTH AMERICA INC,10754,2016-06-20,2016-06-29,2016-07-10,2016-08-20,8.02,11,88.22,1,750.0
81_PEMBROKE_32648,81,32648,Beringer Classic Wh Znfdl,1.5L,9819,TREASURY WINE ESTATES,11830,2016-08-26,2016-09-01,2016-09-05,2016-10-23,5.3,6,31.8,2,1500.0
9_BLACKPOOL_31186,9,31186,Almaden Merlot Cal B/B,5L,9815,WINE GROUP INC,13353,2016-12-04,2016-12-12,2016-12-23,2017-01-21,10.8,2,21.6,2,5000.0
25_CAERSHIRE_8386,25,8386,Dry Sack Sherry,750mL,6785,PALM BAY INTERNATIONAL INC,11450,2016-08-01,2016-08-12,2016-08-23,2016-09-29,9.85,12,118.2,1,750.0
66_EANVERNESS_25716,66,25716,Grgich Hills Chard Napa,750mL,4425,MARTIGNETTI COMPANIES,10438,2016-05-29,2016-06-10,2016-06-17,2016-07-31,25.8,8,206.4,2,750.0
60_IRRAGIN_3857,60,3857,Grey Goose Vodka,1.75L,480,BACARDI USA INC,9533,2016-03-28,2016-04-07,2016-04-16,2016-05-12,38.27,11,420.97,1,1750.0
58_HARTLEPOOL_6876,58,6876,Sutter Home Clsc Chard,187mL 4 Pk,8892,TRINCHERO FAMILY ESTATES,13130,2016-11-18,2016-11-22,2016-12-05,2017-01-12,3.97,6,23.82,2,
56_BEGGAR'S HOLE_6574,56,6574,Franzia Tap Wh Znfdl Cal,5L,9815,WINE GROUP INC,11474,2016-08-02,2016-08-10,2016-08-16,2016-09-21,9.99,3,29.97,2,5000.0
11_CARDEND_37387,11,37387,Truchard Carneros Cab Svgn,750mL,10754,PERFECTA WINES,8408,2016-01-10,2016-01-19,2016-02-01,2016-03-06,21.37,12,256.44,2,750.0
1_HARDERSFIELD_26948,1,26948,Ferrari-Carano Chard,750mL,2000,SOUTHERN WINE & SPIRITS NE,9441,2016-03-21,2016-04-01,2016-04-05,2016-05-07,11.53,48,553.44,2,750.0
18_FURNESS_3545,18,3545,Ketel One Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC,12044,2016-09-11,2016-09-23,2016-09-29,2016-11-13,21.89,3,65.67,1,1750.0
33_HORNSEY_3859,33,3859,Smirnoff 80 Proof,375mL,3960,DIAGEO NORTH AMERICA INC,8310,2016-01-03,2016-01-12,2016-01-19,2016-02-23,6.81,24,163.44,1,375.0
67_EANVERNESS_6535,67,6535,Sandeman Tawny Port,750mL,17035,PERNOD RICARD USA,12475,2016-10-05,2016-10-12,2016-10-25,2016-11-22,7.14,12,85.68,2,750.0
79_BALLYMENA_24592,79,24592,Vendange Cab Svgn,1.5L,1392,CONSTELLATION BRANDS INC,13645,2016-12-23,2016-12-31,2017-01-10,2017-02-02,4.69,6,28.14,2,1500.0
60_IRRAGIN_25808,60,25808,Edna Valley Chard,750mL,3252,E & J GALLO WINERY,12586,2016-10-13,2016-10-21,2016-10-31,2016-12-02,7.84,32,250.88,2,750.0
15_WANBORNE_3840,15,3840,Smirnoff Raspberry Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC,11996,2016-09-07,2016-09-16,2016-09-21,2016-10-25,14.39,4,57.56,1,1750.0
33_HORNSEY_13723,33,13723,Big House Red,3L,9815,WINE GROUP INC,12551,2016-10-10,2016-10-20,2016-10-28,2016-12-05,11.56,6,69.36,2,3000.0
67_EANVERNESS_1376,67,1376,Jim Beam,1.75L,12546,JIM BEAM BRANDS COMPANY,10007,2016-04-29,2016-05-03,2016-05-12,2016-06-22,16.29,11,179.19,1,1750.0
32_MOUNTMEND_44041,32,44041,Bella Sera Pinot Noir Delle,1.5L,3252,E & J GALLO WINERY,12016,2016-09-08,2016-09-12,2016-09-26,2016-11-01,7.61,6,45.66,2,1500.0
59_CLAETHORPES_34904,59,34904,Smoking Loon Chard,750mL,9552,M S WALKER INC,9218,2016-03-06,2016-03-16,2016-03-24,2016-05-05,4.68,10,46.8,2,750.0
68_SOLARIS_19946,68,19946,Dolin Sweet White Vermouth,750mL,653,STATE WINE & SPIRITS,10197,2016-05-12,2016-05-20,2016-05-25,2016-06-28,9.73,12,116.76,2,750.0
68_SOLARIS_46201,68,46201,Petite Petit Phillips Lodi,750mL,4425,MARTIGNETTI COMPANIES,8529,2016-01-18,2016-01-25,2016-02-09,2016-03-05,11.25,12,135.0,2,750.0
