inventoryid,store,city,brand,description,size,onhand,price,startdate
1_HARDERSFIELD_3329,1,HARDERSFIELD,3329,Seagrams Extra Smooth Vodka,1.75L,21,14.99,2016-01-01
1_HARDERSFIELD_3335,1,HARDERSFIELD,3335,Tanqueray Sterling Vodka,750mL,10,10.99,2016-01-01
1_HARDERSFIELD_3343,1,HARDERSFIELD,3343,Bombay Sapphire Gin,375mL,9,12.99,2016-01-01
1_HARDERSFIELD_3344,1,HARDERSFIELD,3344,Bombay Sapphire Gin,750mL,19,19.99,2016-01-01
1_HARDERSFIELD_3345,1,HARDERSFIELD,3345,Bombay Sapphire Gin,50mL,75,1.99,2016-01-01
1_HARDERSFIELD_3347,1,HARDERSFIELD,3347,Milagro Silver Tequila,1.75L,7,39.99,2016-01-01
1_HARDERSFIELD_3348,1,HARDERSFIELD,3348,Bombay Sapphire Gin,1.75L,64,29.99,2016-01-01
1_HARDERSFIELD_3349,1,HARDERSFIELD,3349,Russian Standard Vodka,50mL,73,0.99,2016-01-01
1_HARDERSFIELD_3351,1,HARDERSFIELD,3351,Pinnacle Whipped Vodka,1.75L,36,16.99,2016-01-01
1_HARDERSFIELD_3352,1,HARDERSFIELD,3352,Ciroc Coconut Vodka,750mL,25,24.99,2016-01-01
1_HARDERSFIELD_3354,1,HARDERSFIELD,3354,Ketel One Vodka,375mL,10,14.99,2016-01-01
1_HARDERSFIELD_3356,1,HARDERSFIELD,3356,Svedka Vodka,375mL,26,6.99,2016-01-01
1_HARDERSFIELD_3357,1,HARDERSFIELD,3357,Smirnoff Sours Green Apple,50mL,0,0.99,2016-01-01
1_HARDERSFIELD_3363,1,HARDERSFIELD,3363,Lunazul Reposado Tequila,750mL,6,13.99,2016-01-01
1_HARDERSFIELD_3364,1,HARDERSFIELD,3364,Absolut Ruby Red,1.75L,32,24.99,2016-01-01
1_HARDERSFIELD_3365,1,HARDERSFIELD,3365,Russian Standard Vodka,1.75L,7,24.99,2016-01-01
1_HARDERSFIELD_3366,1,HARDERSFIELD,3366,Tanqueray Rangpur Gin,1.75L,15,33.99,2016-01-01
1_HARDERSFIELD_3367,1,HARDERSFIELD,3367,Pinnacle Pomegranate Vodka,750mL,0,9.99,2016-01-01
1_HARDERSFIELD_3368,1,HARDERSFIELD,3368,Pinnacle Grape Vodka,1.75L,32,16.99,2016-01-01
1_HARDERSFIELD_3373,1,HARDERSFIELD,3373,Svedka Citron Vodka,1.75L,11,18.99,2016-01-01
1_HARDERSFIELD_3376,1,HARDERSFIELD,3376,Tommy Guns Vodka,750mL,6,39.99,2016-01-01
1_HARDERSFIELD_3377,1,HARDERSFIELD,3377,Tanqueray Rangpur Gin,750mL,5,24.99,2016-01-01
1_HARDERSFIELD_3385,1,HARDERSFIELD,3385,Pinnacle Strawbry Kiwi Vodka,1.75L,14,16.99,2016-01-01
1_HARDERSFIELD_3388,1,HARDERSFIELD,3388,Seagrams Extra Dry Gin,750mL,14,8.99,2016-01-01
1_HARDERSFIELD_3389,1,HARDERSFIELD,3389,Seagrams Extra Dry Gin,1.75L,22,16.99,2016-01-01
1_HARDERSFIELD_3390,1,HARDERSFIELD,3390,Cold River Blueberry Vodka,750mL,7,29.99,2016-01-01
1_HARDERSFIELD_3396,1,HARDERSFIELD,3396,Smirnoff Vanilla Vodka,1.75L,26,17.99,2016-01-01
1_HARDERSFIELD_3397,1,HARDERSFIELD,3397,Ciroc Red Berry Vodka,750mL,30,24.99,2016-01-01
1_HARDERSFIELD_3405,1,HARDERSFIELD,3405,Tito's Handmade Vodka,1.75L,20,29.99,2016-01-01
1_HARDERSFIELD_3409,1,HARDERSFIELD,3409,Crystal Head Vodka,750mL,4,49.99,2016-01-01
1_HARDERSFIELD_3410,1,HARDERSFIELD,3410,American Harvest Organic,750mL,22,16.99,2016-01-01
1_HARDERSFIELD_3412,1,HARDERSFIELD,3412,Skyy Infusions Pineapple,750mL,35,12.99,2016-01-01
1_HARDERSFIELD_3420,1,HARDERSFIELD,3420,New Amsterdam Coconut Vodka,750mL,36,9.99,2016-01-01
1_HARDERSFIELD_3422,1,HARDERSFIELD,3422,Beefeater,750mL,28,19.99,2016-01-01
1_HARDERSFIELD_3423,1,HARDERSFIELD,3423,Beefeater,1.75L,60,26.99,2016-01-01
1_HARDERSFIELD_3425,1,HARDERSFIELD,3425,Olmeca Altos Plata Tequila,750mL,11,20.99,2016-01-01
1_HARDERSFIELD_3427,1,HARDERSFIELD,3427,Stolichnaya Blueberi,1.75L,35,24.99,2016-01-01
1_HARDERSFIELD_3436,1,HARDERSFIELD,3436,Bombay Dry Gin,1.75L,17,24.99,2016-01-01
1_HARDERSFIELD_3437,1,HARDERSFIELD,3437,Bombay Dry Gin,750mL,12,19.99,2016-01-01
1_HARDERSFIELD_3444,1,HARDERSFIELD,3444,Hornitos Plata Tequila,1.75L,6,39.99,2016-01-01
1_HARDERSFIELD_3452,1,HARDERSFIELD,3452,Vanya Light Vodka,1.75L,0,6.99,2016-01-01
1_HARDERSFIELD_3456,1,HARDERSFIELD,3456,Tanqueray Sterling Vodka,1.75L,33,19.99,2016-01-01
1_HARDERSFIELD_3457,1,HARDERSFIELD,3457,Olmeca Altos Plata Tequila,1.75L,4,34.99,2016-01-01
1_HARDERSFIELD_3458,1,HARDERSFIELD,3458,Ciroc Amaretto Vodka,750mL,25,19.99,2016-01-01
1_HARDERSFIELD_3462,1,HARDERSFIELD,3462,Absolut Ruby Red,750mL,19,17.99,2016-01-01
1_HARDERSFIELD_3464,1,HARDERSFIELD,3464,UV Blue Raspberry Vodka,1.75L,17,13.99,2016-01-01
1_HARDERSFIELD_3467,1,HARDERSFIELD,3467,El Jimador Reposado Tequila,750mL,12,18.99,2016-01-01
1_HARDERSFIELD_3472,1,HARDERSFIELD,3472,Cazadores Blanco Tequila,750mL,8,14.99,2016-01-01
1_HARDERSFIELD_3476,1,HARDERSFIELD,3476,Reyka Vodka,750mL,27,19.99,2016-01-01
1_HARDERSFIELD_3481,1,HARDERSFIELD,3481,Citadelle Gin,750mL,2,21.99,2016-01-01
1_HARDERSFIELD_3483,1,HARDERSFIELD,3483,Kru 82 Vodka,750mL,6,14.99,2016-01-01
1_HARDERSFIELD_3485,1,HARDERSFIELD,3485,Luksusowa Potato Vodka,1.75L,15,19.99,2016-01-01
1_HARDERSFIELD_3486,1,HARDERSFIELD,3486,Tanqueray,375mL,15,12.99,2016-01-01
1_HARDERSFIELD_3487,1,HARDERSFIELD,3487,Stolichnaya Blueberi,750mL,18,16.99,2016-01-01
1_HARDERSFIELD_3488,1,HARDERSFIELD,3488,Tanqueray,750mL,9,19.99,2016-01-01
1_HARDERSFIELD_3489,1,HARDERSFIELD,3489,Tanqueray,1.75L,57,27.99,2016-01-01
1_HARDERSFIELD_3495,1,HARDERSFIELD,3495,Ketel One Citroen Vodka,1.75L,19,38.99,2016-01-01
1_HARDERSFIELD_3497,1,HARDERSFIELD,3497,Johnnie Walker Platinum,750mL,2,94.99,2016-01-01
1_HARDERSFIELD_3498,1,HARDERSFIELD,3498,Baileys Vanilla Cinnamon,750mL,61,18.99,2016-01-01
1_HARDERSFIELD_3500,1,HARDERSFIELD,3500,Tito's Handmade Vodka,50mL,0,1.49,2016-01-01
1_HARDERSFIELD_3502,1,HARDERSFIELD,3502,Pinnacle Vodka,750mL,33,12.99,2016-01-01
1_HARDERSFIELD_3503,1,HARDERSFIELD,3503,Smirnoff Sorbet Rasp/Pomegra,750mL,9,12.99,2016-01-01
1_HARDERSFIELD_3505,1,HARDERSFIELD,3505,Tito's Handmade Vodka,750mL,59,18.99,2016-01-01
1_HARDERSFIELD_3510,1,HARDERSFIELD,3510,Smirnoff Light Lemon Sorbet,750mL,34,12.99,2016-01-01
1_HARDERSFIELD_3511,1,HARDERSFIELD,3511,New Amsterdam Vodka,750mL,25,9.99,2016-01-01
1_HARDERSFIELD_3512,1,HARDERSFIELD,3512,Pinnacle Vodka,1.75L,171,15.99,2016-01-01
1_HARDERSFIELD_3513,1,HARDERSFIELD,3513,Ciroc Snap Frost Vodka,750mL,21,24.99,2016-01-01
1_HARDERSFIELD_3515,1,HARDERSFIELD,3515,Skyy Infusions Citrus Vodka,1.75L,56,19.99,2016-01-01
1_HARDERSFIELD_3517,1,HARDERSFIELD,3517,Smirnoff Sorbet Mango/Pasion,750mL,26,12.99,2016-01-01
1_HARDERSFIELD_3518,1,HARDERSFIELD,3518,Cabot Trail Maple Whisky,750mL,5,20.99,2016-01-01
1_HARDERSFIELD_3522,1,HARDERSFIELD,3522,Platinum 7X Distilled Vodka,1.75L,16,12.99,2016-01-01
1_HARDERSFIELD_3524,1,HARDERSFIELD,3524,Pravda Polish Vodka,750mL,4,19.99,2016-01-01
1_HARDERSFIELD_3527,1,HARDERSFIELD,3527,Reyka Vodka,1.75L,3,27.99,2016-01-01
1_HARDERSFIELD_3528,1,HARDERSFIELD,3528,Don Felix Anejo Tequila,750mL,3,39.99,2016-01-01
1_HARDERSFIELD_3529,1,HARDERSFIELD,3529,U V Vodka,1.75L,19,13.99,2016-01-01
1_HARDERSFIELD_3532,1,HARDERSFIELD,3532,Milagro Reposado Tequila,750mL,6,27.99,2016-01-01
1_HARDERSFIELD_3533,1,HARDERSFIELD,3533,Lidestri Pink Limoncello,750mL,6,18.99,2016-01-01
1_HARDERSFIELD_3534,1,HARDERSFIELD,3534,Milagro Silver Tequila,750mL,3,24.99,2016-01-01
1_HARDERSFIELD_3539,1,HARDERSFIELD,3539,MacGavin's Highland Scotch,750mL,5,24.99,2016-01-01
1_HARDERSFIELD_3545,1,HARDERSFIELD,3545,Ketel One Vodka,1.75L,129,31.99,2016-01-01
1_HARDERSFIELD_3547,1,HARDERSFIELD,3547,Ketel One Vodka,50mL,1,2.79,2016-01-01
1_HARDERSFIELD_3549,1,HARDERSFIELD,3549,Ketel One Vodka,750mL,9,22.99,2016-01-01
1_HARDERSFIELD_3560,1,HARDERSFIELD,3560,Ciroc Amaretto Vodka,375mL,3,15.49,2016-01-01
1_HARDERSFIELD_3562,1,HARDERSFIELD,3562,Pearl Vodka,50mL,106,0.99,2016-01-01
1_HARDERSFIELD_3564,1,HARDERSFIELD,3564,Ciroc Amaretto Vodka,1.75L,7,47.99,2016-01-01
1_HARDERSFIELD_3565,1,HARDERSFIELD,3565,Ultimat Vodka,750mL,15,39.99,2016-01-01
1_HARDERSFIELD_3568,1,HARDERSFIELD,3568,Pearl Cucumber Vodka,50mL,190,0.99,2016-01-01
1_HARDERSFIELD_3571,1,HARDERSFIELD,3571,Absolut Vanilia,50mL,120,1.99,2016-01-01
1_HARDERSFIELD_3578,1,HARDERSFIELD,3578,Stolichnaya Elit Vodka,750mL,2,49.99,2016-01-01
1_HARDERSFIELD_3579,1,HARDERSFIELD,3579,Ciroc Pineapple Vodka,375mL,9,15.49,2016-01-01
1_HARDERSFIELD_3580,1,HARDERSFIELD,3580,Smirnoff Orange Vodka,750mL,21,12.99,2016-01-01
1_HARDERSFIELD_3583,1,HARDERSFIELD,3583,Smirnoff Orange Vodka,1.75L,29,17.99,2016-01-01
1_HARDERSFIELD_3584,1,HARDERSFIELD,3584,Absolut Raspberri,750mL,6,17.99,2016-01-01
1_HARDERSFIELD_3591,1,HARDERSFIELD,3591,Absolut Vanilia,750mL,5,17.99,2016-01-01
1_HARDERSFIELD_3592,1,HARDERSFIELD,3592,Burnetts Pineapple Vodka,1.75L,5,9.99,2016-01-01
1_HARDERSFIELD_3593,1,HARDERSFIELD,3593,Smirnoff Blue 100 Proof Trav,1.75L,4,26.99,2016-01-01
1_HARDERSFIELD_3595,1,HARDERSFIELD,3595,Smirnoff Blue 100 Proof,750mL,16,15.99,2016-01-01
1_HARDERSFIELD_3597,1,HARDERSFIELD,3597,UV Sangria Vodka,750mL,4,8.99,2016-01-01
1_HARDERSFIELD_3598,1,HARDERSFIELD,3598,Ice Pik Vodka,750mL,12,13.99,2016-01-01
1_HARDERSFIELD_3601,1,HARDERSFIELD,3601,Remy Martin V,750mL,5,36.99,2016-01-01
1_HARDERSFIELD_3606,1,HARDERSFIELD,3606,Smirnoff Raspberry Vodka,50mL,52,0.99,2016-01-01
1_HARDERSFIELD_3607,1,HARDERSFIELD,3607,Smirnoff Citrus Vodka,50mL,139,0.99,2016-01-01
1_HARDERSFIELD_3608,1,HARDERSFIELD,3608,Smirnoff Orange Vodka,50mL,25,0.99,2016-01-01
1_HARDERSFIELD_3609,1,HARDERSFIELD,3609,Smirnoff Vanilla Vodka,50mL,21,0.99,2016-01-01
1_HARDERSFIELD_3610,1,HARDERSFIELD,3610,Smirnoff Cranberry Vodka,750mL,0,12.99,2016-01-01
1_HARDERSFIELD_3612,1,HARDERSFIELD,3612,Taaka Vodka,1.75L,28,8.99,2016-01-01
1_HARDERSFIELD_3614,1,HARDERSFIELD,3614,Finlandia Vodka,1.75L,16,19.99,2016-01-01
1_HARDERSFIELD_3617,1,HARDERSFIELD,3617,Olmeca Altos Reposado,750mL,7,21.99,2016-01-01
1_HARDERSFIELD_3618,1,HARDERSFIELD,3618,Pinnacle Mimosa Vodka,750mL,9,9.99,2016-01-01
1_HARDERSFIELD_3620,1,HARDERSFIELD,3620,Powers Signature Release,750mL,3,39.99,2016-01-01
1_HARDERSFIELD_3625,1,HARDERSFIELD,3625,Absolut 80 Proof,750mL,27,17.99,2016-01-01
1_HARDERSFIELD_3626,1,HARDERSFIELD,3626,Sauza Extra Gold Tequila,750mL,30,12.99,2016-01-01
1_HARDERSFIELD_3627,1,HARDERSFIELD,3627,Absolut 80 Proof,375mL,11,11.99,2016-01-01
1_HARDERSFIELD_3629,1,HARDERSFIELD,3629,Flag Hill White Rum,750mL,24,25.99,2016-01-01
1_HARDERSFIELD_3630,1,HARDERSFIELD,3630,Stolichnaya Razberi,1.75L,29,24.99,2016-01-01
1_HARDERSFIELD_3636,1,HARDERSFIELD,3636,Dr McGillicuddy's Mentholmnt,375mL,7,7.49,2016-01-01
1_HARDERSFIELD_3637,1,HARDERSFIELD,3637,Zhenka Vodka Plastic,750mL,40,5.29,2016-01-01
1_HARDERSFIELD_3639,1,HARDERSFIELD,3639,Burnetts Peach Vodka,1.75L,7,9.99,2016-01-01
1_HARDERSFIELD_3640,1,HARDERSFIELD,3640,Belvedere Cytrus Vodka,750mL,1,22.99,2016-01-01
1_HARDERSFIELD_3643,1,HARDERSFIELD,3643,Caldwells Vodka,1.75L,6,12.49,2016-01-01
1_HARDERSFIELD_3648,1,HARDERSFIELD,3648,UV Ruby Red Grapefruit Vodka,750mL,10,8.99,2016-01-01
1_HARDERSFIELD_3650,1,HARDERSFIELD,3650,Patron Silver Tequila,750mL,76,48.99,2016-01-01
1_HARDERSFIELD_3651,1,HARDERSFIELD,3651,Belvedere Vodka,50mL,48,3.99,2016-01-01
1_HARDERSFIELD_3652,1,HARDERSFIELD,3652,Ciroc Pineapple Vodka,1.75L,14,47.99,2016-01-01
1_HARDERSFIELD_3654,1,HARDERSFIELD,3654,Patron Reposado Tequila,750mL,67,53.99,2016-01-01
1_HARDERSFIELD_3656,1,HARDERSFIELD,3656,Stolichnaya Vanil,1.75L,19,24.99,2016-01-01
1_HARDERSFIELD_3658,1,HARDERSFIELD,3658,Patron Anejo Tequila,750mL,57,58.99,2016-01-01
1_HARDERSFIELD_3662,1,HARDERSFIELD,3662,Three Olives Blueberry Vodka,750mL,18,11.99,2016-01-01
1_HARDERSFIELD_3663,1,HARDERSFIELD,3663,Tarantula Azul Tequila,750mL,9,13.99,2016-01-01
1_HARDERSFIELD_3667,1,HARDERSFIELD,3667,Boru Original Irish Vodka,1.75L,10,17.99,2016-01-01
1_HARDERSFIELD_3668,1,HARDERSFIELD,3668,Belvedere Polish Vodka,1.75L,16,42.99,2016-01-01
1_HARDERSFIELD_3670,1,HARDERSFIELD,3670,Kinky Vodka,750mL,11,15.99,2016-01-01
1_HARDERSFIELD_3672,1,HARDERSFIELD,3672,Shady Fruit Real Ruby Red Gr,750mL,10,11.99,2016-01-01
1_HARDERSFIELD_3677,1,HARDERSFIELD,3677,Shady Fruit Valencia Orange,750mL,18,11.99,2016-01-01
1_HARDERSFIELD_3679,1,HARDERSFIELD,3679,Chopin Vodka,750mL,8,21.99,2016-01-01
1_HARDERSFIELD_3680,1,HARDERSFIELD,3680,Stolichnaya Ohranj,1.75L,35,24.99,2016-01-01
1_HARDERSFIELD_3682,1,HARDERSFIELD,3682,Belvedere Vodka,750mL,53,22.99,2016-01-01
1_HARDERSFIELD_3683,1,HARDERSFIELD,3683,Stolichnaya Ohranj,750mL,20,16.99,2016-01-01
1_HARDERSFIELD_3684,1,HARDERSFIELD,3684,Fleischmanns Royal Vodka,1.75L,0,9.99,2016-01-01
1_HARDERSFIELD_3687,1,HARDERSFIELD,3687,Fleischmanns Royal Traveler,750mL,5,4.99,2016-01-01
1_HARDERSFIELD_3688,1,HARDERSFIELD,3688,Bowman's Light Vodka,1.75L,1,4.99,2016-01-01
1_HARDERSFIELD_3689,1,HARDERSFIELD,3689,Stolichnaya Vanil,750mL,6,16.99,2016-01-01
1_HARDERSFIELD_3690,1,HARDERSFIELD,3690,Tanqueray Ten Gin,750mL,3,27.99,2016-01-01
1_HARDERSFIELD_3693,1,HARDERSFIELD,3693,Smirnoff Ruby Red Grapefruit,750mL,24,12.99,2016-01-01
1_HARDERSFIELD_3694,1,HARDERSFIELD,3694,Stolichnaya Razberi,750mL,10,16.99,2016-01-01
1_HARDERSFIELD_3695,1,HARDERSFIELD,3695,Rain Handcrafted Vodka,750mL,0,9.99,2016-01-01
1_HARDERSFIELD_3696,1,HARDERSFIELD,3696,Gilbeys Vodka,1.75L,17,10.49,2016-01-01
1_HARDERSFIELD_3699,1,HARDERSFIELD,3699,Chopin Vodka,1.75L,4,39.99,2016-01-01
1_HARDERSFIELD_3701,1,HARDERSFIELD,3701,UV Sangria Vodka,50mL,0,0.99,2016-01-01
1_HARDERSFIELD_3702,1,HARDERSFIELD,3702,Kinky Vodka,50mL,16,0.99,2016-01-01
1_HARDERSFIELD_3703,1,HARDERSFIELD,3703,OuterSpace Vodka,50mL,88,5.99,2016-01-01
1_HARDERSFIELD_3704,1,HARDERSFIELD,3704,Ciroc Pineapple Vodka,750mL,29,24.99,2016-01-01
1_HARDERSFIELD_3706,1,HARDERSFIELD,3706,Pinnacle Citrus Vodka,1.75L,44,16.99,2016-01-01
1_HARDERSFIELD_3707,1,HARDERSFIELD,3707,Smirnoff Ruby Red Grapefruit,50mL,0,0.99,2016-01-01
1_HARDERSFIELD_3716,1,HARDERSFIELD,3716,Don Eduardo Anejo Tequila,750mL,9,34.99,2016-01-01
1_HARDERSFIELD_3724,1,HARDERSFIELD,3724,Absolut Citron,750mL,19,17.99,2016-01-01
1_HARDERSFIELD_3725,1,HARDERSFIELD,3725,Three Olives Pomegranate,750mL,24,14.99,2016-01-01
1_HARDERSFIELD_3726,1,HARDERSFIELD,3726,Gilbeys Vodka Traveler,750mL,0,4.99,2016-01-01
1_HARDERSFIELD_3727,1,HARDERSFIELD,3727,Absolut Citron,50mL,27,1.99,2016-01-01
1_HARDERSFIELD_3728,1,HARDERSFIELD,3728,Absolut Citron,1.75L,30,24.99,2016-01-01
1_HARDERSFIELD_3730,1,HARDERSFIELD,3730,UV Ruby Red Grapefruit Vodka,50mL,0,0.99,2016-01-01
1_HARDERSFIELD_3731,1,HARDERSFIELD,3731,Absolut Apeach,750mL,13,17.99,2016-01-01
1_HARDERSFIELD_3733,1,HARDERSFIELD,3733,Patron Silver Tequila,1.75L,5,109.99,2016-01-01
1_HARDERSFIELD_3736,1,HARDERSFIELD,3736,Smirnoff Cherry Vodka,750mL,2,12.99,2016-01-01
1_HARDERSFIELD_3738,1,HARDERSFIELD,3738,Three Olives Chocolate Vodka,750mL,0,11.99,2016-01-01
1_HARDERSFIELD_3743,1,HARDERSFIELD,3743,Smirnoff Sorbet Pine/Coconut,750mL,6,12.99,2016-01-01
1_HARDERSFIELD_3745,1,HARDERSFIELD,3745,Taaka Vodka Traveler,750mL,32,4.99,2016-01-01
1_HARDERSFIELD_3746,1,HARDERSFIELD,3746,Gordons Vodka 80 Proof,1.75L,35,12.99,2016-01-01
1_HARDERSFIELD_3747,1,HARDERSFIELD,3747,Gordons Vodka Traveler,750mL,28,6.99,2016-01-01
1_HARDERSFIELD_3754,1,HARDERSFIELD,3754,Smirnoff Blueberry Vodka,750mL,5,12.99,2016-01-01
1_HARDERSFIELD_3755,1,HARDERSFIELD,3755,Russian Standard Original,750mL,4,15.99,2016-01-01
1_HARDERSFIELD_3757,1,HARDERSFIELD,3757,Ketel One 325 Commemorative,Liter,25,28.99,2016-01-01
1_HARDERSFIELD_3758,1,HARDERSFIELD,3758,Margaritaville Gold Tequila,1.75L,6,22.99,2016-01-01
1_HARDERSFIELD_3760,1,HARDERSFIELD,3760,Absolut Pears,750mL,13,17.99,2016-01-01
1_HARDERSFIELD_3761,1,HARDERSFIELD,3761,Ciroc Apple Vodka,1.75L,10,47.99,2016-01-01
1_HARDERSFIELD_3762,1,HARDERSFIELD,3762,Patron Silver Tequila,50mL,24,5.99,2016-01-01
1_HARDERSFIELD_3763,1,HARDERSFIELD,3763,Patron Anejo Tequila,375mL,7,27.99,2016-01-01
1_HARDERSFIELD_3764,1,HARDERSFIELD,3764,Patron Reposado Tequila,375mL,2,26.99,2016-01-01
1_HARDERSFIELD_3766,1,HARDERSFIELD,3766,Three Olives Grape Vodka,750mL,24,14.99,2016-01-01
1_HARDERSFIELD_3768,1,HARDERSFIELD,3768,Jenkins Vodka,750mL,5,4.99,2016-01-01
1_HARDERSFIELD_3769,1,HARDERSFIELD,3769,Jenkins Vodka,1.75L,9,8.99,2016-01-01
1_HARDERSFIELD_3770,1,HARDERSFIELD,3770,Miodula Honey Vodka,750mL,7,22.99,2016-01-01
1_HARDERSFIELD_3773,1,HARDERSFIELD,3773,General John Stark Vodka,750mL,11,29.99,2016-01-01
1_HARDERSFIELD_3776,1,HARDERSFIELD,3776,Jose Cuervo Especial Silver,1.75L,58,25.99,2016-01-01
1_HARDERSFIELD_3779,1,HARDERSFIELD,3779,Three Olives Cherry Vodka,750mL,17,14.99,2016-01-01
1_HARDERSFIELD_3780,1,HARDERSFIELD,3780,Three Olives Raspberry Vodk,750mL,14,14.99,2016-01-01
1_HARDERSFIELD_3781,1,HARDERSFIELD,3781,Three Olives Vanilla Vodka,750mL,11,11.99,2016-01-01
1_HARDERSFIELD_3782,1,HARDERSFIELD,3782,Grey Goose Le Citron Vodka,750mL,25,23.99,2016-01-01
1_HARDERSFIELD_3783,1,HARDERSFIELD,3783,Ciroc Apple Vodka,50mL,47,1.99,2016-01-01
1_HARDERSFIELD_3784,1,HARDERSFIELD,3784,Margaritaville Gold Tequila,750mL,17,9.99,2016-01-01
1_HARDERSFIELD_3785,1,HARDERSFIELD,3785,Svedka Orange Cream Pop,750mL,14,12.99,2016-01-01
1_HARDERSFIELD_3787,1,HARDERSFIELD,3787,Jose Cuervo Especial Silver,750mL,15,16.99,2016-01-01
1_HARDERSFIELD_3788,1,HARDERSFIELD,3788,Patron Silver Tequila,375mL,0,25.99,2016-01-01
1_HARDERSFIELD_3790,1,HARDERSFIELD,3790,Don Julio Blanco Tequila,750mL,10,45.99,2016-01-01
1_HARDERSFIELD_3791,1,HARDERSFIELD,3791,Jose Cuervo Especial Silver,375mL,5,10.99,2016-01-01
1_HARDERSFIELD_3792,1,HARDERSFIELD,3792,Jose Cuervo La Familia Rsv,750mL,6,99.99,2016-01-01
1_HARDERSFIELD_3793,1,HARDERSFIELD,3793,Pearl Vodka Traveler,1.75L,8,14.99,2016-01-01
1_HARDERSFIELD_3794,1,HARDERSFIELD,3794,Cabo Wabo Reposado Tequila,750mL,7,36.99,2016-01-01
1_HARDERSFIELD_3797,1,HARDERSFIELD,3797,Skinnygirl Sweet'Arita,1.75L,8,16.99,2016-01-01
1_HARDERSFIELD_3798,1,HARDERSFIELD,3798,Ciroc Apple Vodka,750mL,8,24.99,2016-01-01
1_HARDERSFIELD_3800,1,HARDERSFIELD,3800,Don Julio Anejo Tequila,750mL,6,53.99,2016-01-01
1_HARDERSFIELD_3802,1,HARDERSFIELD,3802,Three Olives Vodka,1.75L,59,18.99,2016-01-01
1_HARDERSFIELD_3804,1,HARDERSFIELD,3804,Svedka Vodka,750mL,9,9.99,2016-01-01
1_HARDERSFIELD_3805,1,HARDERSFIELD,3805,Cuervo Silver Rolling Stones,750mL,55,14.99,2016-01-01
1_HARDERSFIELD_3808,1,HARDERSFIELD,3808,Three Olives Vodka,750mL,40,14.99,2016-01-01
1_HARDERSFIELD_3811,1,HARDERSFIELD,3811,Absolut Spark Vodka,750mL,57,17.99,2016-01-01
1_HARDERSFIELD_3815,1,HARDERSFIELD,3815,Solid Granite Vodka,750mL,8,27.99,2016-01-01
1_HARDERSFIELD_3818,1,HARDERSFIELD,3818,Cabo Wabo Blanco Tequila,750mL,0,29.99,2016-01-01
1_HARDERSFIELD_3820,1,HARDERSFIELD,3820,Smirnoff Citrus Vodka,1.75L,32,17.99,2016-01-01
1_HARDERSFIELD_3821,1,HARDERSFIELD,3821,Smirnoff Vanilla Vodka,750mL,13,12.99,2016-01-01
1_HARDERSFIELD_3826,1,HARDERSFIELD,3826,Skyy Vodka,1.75L,39,19.99,2016-01-01
1_HARDERSFIELD_3827,1,HARDERSFIELD,3827,Popov Vodka,1.75L,13,12.99,2016-01-01
1_HARDERSFIELD_3830,1,HARDERSFIELD,3830,Grey Goose L'Orange Vodka,750mL,17,23.99,2016-01-01
1_HARDERSFIELD_3834,1,HARDERSFIELD,3834,Skyy Vodka,750mL,25,15.99,2016-01-01
1_HARDERSFIELD_3835,1,HARDERSFIELD,3835,Smirnoff Raspberry Vodka,750mL,17,12.99,2016-01-01
1_HARDERSFIELD_3836,1,HARDERSFIELD,3836,Smirnoff Citrus Vodka,750mL,16,12.99,2016-01-01
1_HARDERSFIELD_3837,1,HARDERSFIELD,3837,Skyy Vodka,50mL,229,0.99,2016-01-01
1_HARDERSFIELD_3840,1,HARDERSFIELD,3840,Smirnoff Raspberry Vodka,1.75L,15,17.99,2016-01-01
1_HARDERSFIELD_3847,1,HARDERSFIELD,3847,Grey Goose Vodka,50mL,90,3.99,2016-01-01
1_HARDERSFIELD_3851,1,HARDERSFIELD,3851,Grey Goose Vodka,375mL,2,15.99,2016-01-01
1_HARDERSFIELD_3857,1,HARDERSFIELD,3857,Grey Goose Vodka,1.75L,17,48.99,2016-01-01
1_HARDERSFIELD_3858,1,HARDERSFIELD,3858,Grey Goose Vodka,750mL,47,23.99,2016-01-01
1_HARDERSFIELD_3859,1,HARDERSFIELD,3859,Smirnoff 80 Proof,375mL,46,8.99,2016-01-01
1_HARDERSFIELD_3863,1,HARDERSFIELD,3863,Evan Williams Honey Reserve,1.75L,6,19.99,2016-01-01
1_HARDERSFIELD_3870,1,HARDERSFIELD,3870,Montelobos Mezcal,750mL,8,36.99,2016-01-01
1_HARDERSFIELD_3871,1,HARDERSFIELD,3871,Smirnoff Watermelon Vodka,750mL,17,12.99,2016-01-01
1_HARDERSFIELD_3876,1,HARDERSFIELD,3876,Smirnoff 80 Proof,1.75L,82,17.99,2016-01-01
1_HARDERSFIELD_3877,1,HARDERSFIELD,3877,Smirnoff Green Apple Vodka,750mL,9,12.99,2016-01-01
1_HARDERSFIELD_3878,1,HARDERSFIELD,3878,Smirnoff 80 Proof,750mL,34,12.99,2016-01-01
1_HARDERSFIELD_3879,1,HARDERSFIELD,3879,Smirnoff 80 Proof Traveler,750mL,19,10.99,2016-01-01
1_HARDERSFIELD_3881,1,HARDERSFIELD,3881,Finlandia Mango Fusion,750mL,0,16.99,2016-01-01
