inventoryid,store,brand,productname,size,quantity,totalamount,unitprice,invoicedate,volume,classification,excisetax,vendorid,vendorname,size_ml
7_STANMORE_40666,7,40666,Bolla Chianti,750mL,12,119.88,9.99,2016-01-04,750,2,1.35,516,BANFI PRODUCTS CORP        ,750.0
65_LUTON_5828,65,5828,Ryans Irish Cream,750mL,3,32.97,10.99,2016-01-30,750,1,2.36,8004,SAZERAC CO INC             ,750.0
54_GUTHRAM_38888,54,38888,Justin Cab Svgn Paso Robles,750mL,1,27.99,27.99,2016-01-27,750,2,0.11,9552,M S WALKER INC             ,750.0
16_LUNDY_3913,16,3913,Svedka Vodka,1.75L,1,17.99,17.99,2016-01-09,1750,1,1.84,1392,CONSTELLATION BRANDS INC   ,1750.0
53_HILLFAR_1379,53,1379,Jim Beam Traveler,750mL,1,14.49,14.49,2016-01-12,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
60_IRRAGIN_21277,60,21277,Nicholson Ranch Chard Son Ct,750mL,2,39.98,19.99,2016-01-23,750,2,0.22,4425,MARTIGNETTI COMPANIES,750.0
33_HORNSEY_3345,33,3345,Bombay Sapphire Gin,50mL,6,11.94,1.99,2016-01-30,50,1,0.32,480,BACARDI USA INC            ,50.0
48_NORFOLK_10420,48,10420,Barefoot Moscato Cal,750mL,1,6.29,6.29,2016-01-22,750,2,0.11,3252,E & J GALLO WINERY         ,750.0
22_SHARNWICK_16794,22,16794,Freakshow Cab Svgn,750mL,1,17.99,17.99,2016-01-02,750,2,0.11,4425,MARTIGNETTI COMPANIES,750.0
41_LARNWICK_4265,41,4265,Capt Morgan Spiced Rum,375mL,1,10.99,10.99,2016-01-23,375,1,0.39,3960,DIAGEO NORTH AMERICA INC   ,375.0
73_DONCASTER_20968,73,20968,Ninety+Cellars Lot 113 B Red,750mL,4,35.96,8.99,2016-01-15,750,2,0.45,4950,LATITUDE BEVERAGE COMPANY  ,750.0
74_PAENTMARWY_3154,74,3154,New Amsterdam Peach Vodka,750mL,1,9.99,9.99,2016-01-30,750,1,0.79,3252,E & J GALLO WINERY         ,750.0
44_PORTHCRAWL_44511,44,44511,MacMurray Ranch C Cst Pnt Nr,750mL,2,33.98,16.99,2016-01-11,750,2,0.22,3252,E & J GALLO WINERY         ,750.0
7_STANMORE_8159,7,8159,Jose Cuervo Especial,1.75L,2,51.98,25.99,2016-01-10,1750,1,3.67,7245,PROXIMO SPIRITS INC.       ,1750.0
42_BLACK HOLLOW_35413,42,35413,Yellow Tail Shiraz Ausl,750mL,2,13.98,6.99,2016-01-30,750,2,0.22,4425,MARTIGNETTI COMPANIES,750.0
33_HORNSEY_1382,33,1382,Makers 46,750mL,1,41.99,41.99,2016-01-09,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
47_PELLA'S WISH_19164,47,19164,Tracia Malbec,750mL,1,5.99,5.99,2016-01-10,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP ,750.0
62_KILMARNOCK_5694,62,5694,Ice Box Mudslide,1.75L,1,11.99,11.99,2016-01-15,1750,1,1.84,8004,SAZERAC CO INC             ,1750.0
14_BROMWICH_5489,14,5489,DeKuyper Hot Damn Cinnamon,750mL,2,21.98,10.99,2016-02-20,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    ,750.0
76_DONCASTER_3662,76,3662,Three Olives Blueberry Vodka,750mL,1,11.99,11.99,2016-01-01,750,1,0.79,7245,PROXIMO SPIRITS INC.       ,750.0
66_EANVERNESS_11219,66,11219,Josh Cellars Cab Svgn Sonoma,750mL,5,74.95,14.99,2016-01-30,750,2,0.56,4425,MARTIGNETTI COMPANIES,750.0
38_GOULCREST_4938,38,4938,Kapali Coffee,750mL,2,17.98,8.99,2016-01-16,750,1,1.57,8004,SAZERAC CO INC             ,750.0
47_PELLA'S WISH_3221,47,3221,Pinnacle Raspberry Vodka,750mL,1,10.99,10.99,2016-01-27,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
11_CARDEND_2788,11,2788,Laphroaig 10 Yr Single Malt,750mL,2,89.98,44.99,2016-01-30,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    ,750.0
38_GOULCREST_32648,38,32648,Beringer Classic Wh Znfdl,1.5L,13,103.87,7.99,2016-01-02,1500,2,2.92,9819,TREASURY WINE ESTATES      ,1500.0
79_BALLYMENA_676,79,676,Pinnacle Whipped Vodka,750mL,1,12.99,12.99,2016-01-16,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
54_GUTHRAM_4268,54,4268,Capt Morgan Private Stock,750mL,1,22.99,22.99,2016-01-16,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,750.0
73_DONCASTER_39631,73,39631,Red Truck Cal,750mL,1,7.99,7.99,2016-01-26,750,2,0.11,4425,MARTIGNETTI COMPANIES,750.0
30_CULCHETH_2114,30,2114,Black Velvet Canadian Whisky,1.75L,3,38.97,12.99,2016-01-15,1750,1,5.51,1392,CONSTELLATION BRANDS INC   ,1750.0
79_BALLYMENA_14393,79,14393,Ch Montaud Cotes de Prov Rse,750mL,1,11.99,11.99,2016-01-22,750,2,0.11,7153,PINE STATE TRADING CO      ,750.0
33_HORNSEY_8110,33,8110,Tribuno Dry Vermouth,1.5L,1,8.99,8.99,2016-01-13,1500,1,1.57,9815,WINE GROUP INC             ,1500.0
73_DONCASTER_22289,73,22289,Pichot Dom Moriette Vouvray,750mL,1,14.99,14.99,2016-01-29,750,2,0.11,1587,VINEYARD BRANDS INC        ,750.0
69_MOUNTMEND_6461,69,6461,Blood Orange Liqueur,750mL,3,43.47,14.49,2016-01-31,750,1,2.36,9165,ULTRA BEVERAGE COMPANY LLP ,750.0
15_WANBORNE_3693,15,3693,Smirnoff Ruby Red Grapefruit,750mL,1,12.99,12.99,2016-02-02,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,750.0
17_OLDHAM_8118,17,8118,Mr Boston Blackberry Brandy,750mL,1,6.99,6.99,2016-01-18,750,1,0.79,660,SAZERAC NORTH AMERICA INC. ,750.0
1_HARDERSFIELD_4066,1,4066,Bacardi Oakheart Spiced Rum,1.75L,1,19.99,19.99,2016-02-25,1750,1,1.84,480,BACARDI USA INC            ,1750.0
69_MOUNTMEND_45332,69,45332,Cono Sur Pnt Nr Rapel,750mL,3,20.97,6.99,2016-01-29,750,2,0.34,1587,VINEYARD BRANDS INC        ,750.0
38_GOULCREST_8910,38,8910,Finlandia Vodka,50mL,27,26.73,0.99,2016-01-13,50,1,1.42,1128,BROWN-FORMAN CORP          ,50.0
24_PALPERROTH_3505,24,3505,Tito's Handmade Vodka,750mL,2,43.98,21.99,2016-01-24,750,1,1.57,4425,MARTIGNETTI COMPANIES,750.0
68_SOLARIS_31202,68,31202,Beringer Fndrs Est Chard,750mL,2,17.98,8.99,2016-01-02,750,2,0.22,9819,TREASURY WINE ESTATES      ,750.0
21_BALERNO_6349,21,6349,Glen Ellen Chard RSV,1.5L,8,55.92,6.99,2016-01-28,1500,2,1.8,9815,WINE GROUP INC             ,1500.0
19_WINTERVALE_11213,19,11213,Meiomi Pnt Nr,750mL,2,43.98,21.99,2016-01-15,750,2,0.22,1392,CONSTELLATION BRANDS INC   ,750.0
2_ASHBORNE_8068,2,8068,Absolut 80 Proof,1.75L,4,103.96,25.99,2016-01-13,1750,1,7.35,17035,PERNOD RICARD USA          ,1750.0
76_DONCASTER_20699,76,20699,Fantini Monteplciano D'Abruz,750mL,1,11.99,11.99,2016-01-18,750,2,0.11,4425,MARTIGNETTI COMPANIES,750.0
54_GUTHRAM_12994,54,12994,Acrobat Pnt Gris Oregon,750mL,2,23.98,11.99,2016-01-11,750,2,0.22,4425,MARTIGNETTI COMPANIES,750.0
34_PITMERDEN_15426,34,15426,Voga Moscato Italia,750mL,1,11.99,11.99,2016-01-31,750,2,0.11,9552,M S WALKER INC             ,750.0
27_MOUNTMEND_7878,27,7878,Allens Coffee Brandy,1.75L,2,31.98,15.99,2016-01-29,1750,1,3.67,9552,M S WALKER INC             ,1750.0
4_EANVERNESS_4181,4,4181,Calypso Spiced Rum,1.75L,3,35.97,11.99,2016-01-02,1750,1,5.51,660,SAZERAC NORTH AMERICA INC. ,1750.0
33_HORNSEY_22583,33,22583,Cambria Julias Vyd Pnt Nr,750mL,1,19.99,19.99,2016-01-23,750,2,0.11,9552,M S WALKER INC             ,750.0
38_GOULCREST_2721,38,2721,Johnnie Walker Green Label,750mL,1,59.99,59.99,2016-01-06,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,750.0
50_MOUNTMEND_5270,50,5270,Southern Comfort,50mL,1,1.99,1.99,2016-01-06,50,1,0.05,1128,BROWN-FORMAN CORP          ,50.0
54_GUTHRAM_6937,54,6937,Cavit Pinot Grigio,1.5L,1,14.99,14.99,2016-01-30,1500,2,0.22,6785,PALM BAY INTERNATIONAL INC ,1500.0
6_GOULCREST_3899,6,3899,Platinum 7X Distilled Vodka,375mL,1,3.99,3.99,2016-01-03,375,1,0.39,8004,SAZERAC CO INC             ,375.0
15_WANBORNE_1867,15,1867,Jack Daniels Tennessee Honey,50mL,1,2.99,2.99,2016-01-05,50,1,0.05,1128,BROWN-FORMAN CORP          ,50.0
54_GUTHRAM_2152,54,2152,New Amsterdam Gin,750mL,1,9.99,9.99,2016-01-08,750,1,0.79,3252,E & J GALLO WINERY         ,750.0
34_PITMERDEN_19947,34,19947,Josh Cellars Svgn Bl,750mL,2,27.98,13.99,2016-01-16,750,2,0.22,4425,MARTIGNETTI COMPANIES,750.0
12_LEESIDE_4563,12,4563,Christian Bros Brandy,1.75L,1,16.99,16.99,2016-01-17,1750,1,1.84,3924,HEAVEN HILL DISTILLERIES   ,1750.0
76_DONCASTER_44943,76,44943,Sanford Santa Barbara Chard,750mL,1,15.99,15.99,2016-01-26,750,2,0.11,4425,MARTIGNETTI COMPANIES,750.0
46_TYWARDREATH_2127,46,2127,Canadian Ltd,1.75L,3,31.47,10.49,2016-01-01,1750,1,5.51,660,SAZERAC NORTH AMERICA INC. ,1750.0
40_BULLMAR_4261,40,4261,Capt Morgan Spiced Rum,1.75L,9,197.91,21.99,2016-01-30,1750,1,16.54,3960,DIAGEO NORTH AMERICA INC   ,1750.0
56_BEGGAR'S HOLE_1892,56,1892,Yukon Jack,50mL,4,3.96,0.99,2016-01-08,50,1,0.21,3960,DIAGEO NORTH AMERICA INC   ,50.0
9_BLACKPOOL_8725,9,8725,Chambord Royale de France,375mL,1,17.99,17.99,2016-01-22,375,1,0.39,1128,BROWN-FORMAN CORP          ,375.0
22_SHARNWICK_6145,22,6145,Marcus James Cab Svgn Mendza,1.5L,1,8.99,8.99,2016-01-27,1500,2,0.22,1392,CONSTELLATION BRANDS INC   ,1500.0
22_SHARNWICK_3636,22,3636,Dr McGillicuddy's Mentholmnt,375mL,6,38.94,6.49,2016-01-26,375,1,2.36,8004,SAZERAC CO INC             ,375.0
52_GRAYCOTT_3896,52,3896,Zhenka Vodka,375mL,1,3.29,3.29,2016-01-18,375,1,0.39,9552,M S WALKER INC             ,375.0
20_BREDWARDINE_3158,20,3158,Pinnacle Tropical Punch,1.75L,2,33.98,16.99,2016-01-29,1750,1,3.67,12546,JIM BEAM BRANDS COMPANY    ,1750.0
38_GOULCREST_17596,38,17596,Pink Flamingo Rose,750mL,2,27.98,13.99,2016-01-12,750,2,0.22,1601,VRANKEN AMERICA            ,750.0
31_HORNSEY_4563,31,4563,Christian Bros Brandy,1.75L,1,16.99,16.99,2016-01-07,1750,1,1.84,3924,HEAVEN HILL DISTILLERIES   ,1750.0
70_KELD_37731,70,37731,Corbett Canyon Chard,3L,1,12.99,12.99,2016-01-08,3000,2,0.45,9815,WINE GROUP INC             ,3000.0
73_DONCASTER_16568,73,16568,Moonlight Meadery Sumptuous,375mL,1,12.99,12.99,2016-01-30,375,2,0.06,6215,MOONLIGHT MEADERY          ,375.0
20_BREDWARDINE_5170,20,5170,Dr McGillicuddy's Apple Pie,750mL,2,27.98,13.99,2016-01-15,750,1,1.57,8004,SAZERAC CO INC             ,750.0
55_DRY GULCH_14805,55,14805,Ninety+Cellars Lot 23 Malbec,750mL,1,8.99,8.99,2016-01-05,750,2,0.11,4950,LATITUDE BEVERAGE COMPANY  ,750.0
77_TAMWORTH_3683,77,3683,Stolichnaya Ohranj,750mL,1,17.99,17.99,2016-01-22,750,1,0.79,8664,"STOLI GROUP,(USA) LLC      ",750.0
6_GOULCREST_861,6,861,Barton Gin,Liter,3,19.47,6.49,2016-01-14,1000,1,3.15,660,SAZERAC NORTH AMERICA INC. ,
17_OLDHAM_2585,17,2585,Jameson Irish Whiskey,750mL,2,47.98,23.99,2016-01-16,750,1,1.57,17035,PERNOD RICARD USA          ,750.0
1_HARDERSFIELD_27350,1,27350,Almaden Cab Svgn Cal B/B,5L,1,15.99,15.99,2016-02-27,5000,2,0.75,9815,WINE GROUP INC             ,5000.0
46_TYWARDREATH_3545,46,3545,Ketel One Vodka,1.75L,4,119.96,29.99,2016-01-22,1750,1,7.35,3960,DIAGEO NORTH AMERICA INC   ,1750.0
49_GARIGILL_3162,49,3162,Burnett's Peach Vodka,50mL,1,0.99,0.99,2016-01-01,50,1,0.05,3924,HEAVEN HILL DISTILLERIES   ,50.0
10_HORNSEY_6692,10,6692,Jaboulet Cotes du Rhone Par,750mL,1,9.95,9.95,2016-01-13,750,2,0.11,9744,FREDERICK WILDMAN & SONS   ,750.0
66_EANVERNESS_8458,66,8458,Agave Underground Tequila,750mL,1,39.99,39.99,2016-01-16,750,1,0.79,10754,PERFECTA WINES             ,750.0
67_EANVERNESS_2418,67,2418,Crown Royal Regal Apple,750mL,2,45.98,22.99,2016-01-14,750,1,1.57,3960,DIAGEO NORTH AMERICA INC   ,750.0
78_EASTHAVEN_24829,78,24829,Cecchi Chianti Classico,750mL,1,10.99,10.99,2016-01-11,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP ,750.0
69_MOUNTMEND_3488,69,3488,Tanqueray,750mL,1,21.99,21.99,2016-01-18,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,750.0
69_MOUNTMEND_46098,69,46098,Ch Ste Michelle Rsl Dry Colu,750mL,1,11.99,11.99,2016-01-21,750,2,0.11,8673,STE MICHELLE WINE ESTATES  ,750.0
72_HARDERSFIELD_5254,72,5254,DeKuyper Buttershots Schnpps,750mL,1,10.99,10.99,2016-01-01,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
10_HORNSEY_20406,10,20406,Tenuta Santo Pietro Percept,750mL,1,21.99,21.99,2016-01-13,750,2,0.11,7255,PSP WINES ,750.0
74_PAENTMARWY_4682,74,4682,Courvoisier VSOP Cognac,750mL,1,34.99,34.99,2016-01-06,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
16_LUNDY_27854,16,27854,F Coppola Black Label Claret,750mL,2,25.9,12.95,2016-02-06,750,2,0.22,2000,SOUTHERN WINE & SPIRITS NE ,750.0
12_LEESIDE_17177,12,17177,Beringer Classic Merlot,1.5L,2,19.98,9.99,2016-02-10,1500,2,0.45,9819,TREASURY WINE ESTATES      ,1500.0
10_HORNSEY_5401,10,5401,Jagermeister Liqueur,200mL,2,11.98,5.99,2016-01-13,200,1,0.42,3089,SIDNEY FRANK IMPORTING CO  ,200.0
34_PITMERDEN_33582,34,33582,Villa Cornaro Prosecco Del,750mL,1,12.99,12.99,2016-01-17,750,2,0.11,4425,MARTIGNETTI COMPANIES,750.0
17_OLDHAM_6682,17,6682,R M Woodbridge Chard Cal,1.5L,1,11.99,11.99,2016-02-15,1500,2,0.22,1392,CONSTELLATION BRANDS INC   ,1500.0
66_EANVERNESS_23235,66,23235,Mud House Svgn Bl,750mL,12,131.88,10.99,2016-01-16,750,2,1.35,2000,SOUTHERN WINE & SPIRITS NE ,750.0
66_EANVERNESS_18788,66,18788,Triton Avante Mencia,750mL,1,14.99,14.99,2016-01-16,750,2,0.11,9552,M S WALKER INC             ,750.0
9_BLACKPOOL_6234,9,6234,C Y Toro Front Cab/Merlot,1.5L,1,7.99,7.99,2016-01-23,1500,2,0.22,516,BANFI PRODUCTS CORP        ,1500.0
17_OLDHAM_6575,17,6575,Kendall Jackson RSV Svgn Bl,750mL,1,11.99,11.99,2016-01-09,750,2,0.11,10000,MAJESTIC FINE WINES        ,750.0
28_LARNWICK_3696,28,3696,Gilbeys Vodka,1.75L,1,10.49,10.49,2016-01-17,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,1750.0
19_WINTERVALE_5457,19,5457,After Shock Hot & Cool Cinmn,50mL,1,1.99,1.99,2016-01-18,50,1,0.05,12546,JIM BEAM BRANDS COMPANY    ,50.0
9_BLACKPOOL_3488,9,3488,Tanqueray,750mL,2,43.98,21.99,2016-01-05,750,1,1.57,3960,DIAGEO NORTH AMERICA INC   ,750.0
71_CLARCTON_2973,71,2973,Eagle Rare Single Barrel Bo,750mL,1,27.99,27.99,2016-01-10,750,1,0.79,8004,SAZERAC CO INC             ,750.0
51_ABERDEEN_6213,51,6213,Taylor Red Port,1.5L,1,7.99,7.99,2016-01-17,1500,2,0.22,1392,CONSTELLATION BRANDS INC   ,1500.0
32_MOUNTMEND_31320,32,31320,La Vieille Ferme Rose Vntoux,750mL,1,8.99,8.99,2016-01-24,750,2,0.11,1587,VINEYARD BRANDS INC        ,750.0
59_CLAETHORPES_5364,59,5364,Kahlua,1.75L,2,59.98,29.99,2016-01-02,1750,1,3.67,17035,PERNOD RICARD USA          ,1750.0
39_EASTHALLOW_28147,39,28147,Kris Pnt Grigio Alto Adige,750mL,2,25.98,12.99,2016-01-28,750,2,0.22,2000,SOUTHERN WINE & SPIRITS NE ,750.0
71_CLARCTON_8424,71,8424,1800 Coconut Tequila,750mL,1,26.99,26.99,2016-01-31,750,1,0.79,7245,PROXIMO SPIRITS INC.       ,750.0
14_BROMWICH_3568,14,3568,Pearl Cucumber Vodka,50mL,2,1.98,0.99,2016-01-22,50,1,0.1,8352,LUXCO INC                  ,50.0
42_BLACK HOLLOW_1962,42,1962,Jim Beam Apple,750mL,1,14.49,14.49,2016-01-26,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
49_GARIGILL_5491,49,5491,Rumpleminze,50mL,9,17.91,1.99,2016-01-06,50,1,0.47,3960,DIAGEO NORTH AMERICA INC   ,50.0
76_DONCASTER_3764,76,3764,Patron Reposado Tequila,375mL,1,26.99,26.99,2016-01-03,375,1,0.39,9165,ULTRA BEVERAGE COMPANY LLP ,375.0
1_HARDERSFIELD_4798,1,4798,Sambuca Romana Liqueur,50mL,1,1.99,1.99,2016-02-24,50,1,0.05,3960,DIAGEO NORTH AMERICA INC   ,50.0
1_HARDERSFIELD_7991,1,7991,Stock Italian X Dry Vermouth,1.5L,1,9.99,9.99,2016-02-15,1500,1,1.57,8352,LUXCO INC                  ,1500.0
79_BALLYMENA_5735,79,5735,Malibu Rum,750mL,2,25.98,12.99,2016-01-30,750,1,1.57,17035,PERNOD RICARD USA          ,750.0
13_TARMSWORTH_6960,13,6960,Cooks Brut,750mL,1,7.99,7.99,2016-01-28,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,750.0
11_CARDEND_24310,11,24310,Hi! Prosecco,750mL,1,12.99,12.99,2016-01-21,750,2,0.11,10754,PERFECTA WINES             ,750.0
3_HORNSEY_5101,3,5101,Dr McGillicuddy's Mentholmnt,750mL,1,13.99,13.99,2016-01-19,750,1,0.79,8004,SAZERAC CO INC             ,750.0
50_MOUNTMEND_126,50,126,Grey Goose Vodka,Liter,9,269.91,29.99,2016-01-02,1000,1,9.45,480,BACARDI USA INC            ,
22_SHARNWICK_1921,22,1921,Glenfiddich Special Rsv 12,1.75L,1,67.99,67.99,2016-01-01,1750,1,1.84,3664,WILLIAM GRANT & SONS INC   ,1750.0
11_CARDEND_3253,11,3253,Gilbeys London Dry,1.75L,5,62.45,12.49,2016-02-05,1750,1,9.19,12546,JIM BEAM BRANDS COMPANY    ,1750.0
7_STANMORE_14701,7,14701,Cupcake Red Velvet,750mL,1,8.49,8.49,2016-01-06,750,2,0.11,9815,WINE GROUP INC             ,750.0
71_CLARCTON_41714,71,41714,Fish Eye Pnt Grigio,750mL,1,5.99,5.99,2016-01-03,750,2,0.11,9815,WINE GROUP INC             ,750.0
19_WINTERVALE_3405,19,3405,Tito's Handmade Vodka,1.75L,4,119.96,29.99,2016-01-09,1750,1,7.35,4425,MARTIGNETTI COMPANIES,1750.0
6_GOULCREST_8096,6,8096,Beefeater Gin,50mL,4,7.96,1.99,2016-01-31,50,1,0.21,17035,PERNOD RICARD USA          ,50.0
19_WINTERVALE_16794,19,16794,Freakshow Cab Svgn,750mL,1,18.99,18.99,2016-02-17,750,2,0.11,4425,MARTIGNETTI COMPANIES,750.0
47_PELLA'S WISH_8599,47,8599,Jenkins Amaretto,750mL,5,29.95,5.99,2016-01-15,750,1,3.94,9552,M S WALKER INC             ,750.0
60_IRRAGIN_5725,60,5725,DeKuyper Sour Apple Pucker,750mL,2,21.98,10.99,2016-01-16,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    ,750.0
47_PELLA'S WISH_8627,47,8627,Jadot Beaujolais Villages,750mL,1,9.99,9.99,2016-01-25,750,2,0.11,4692,KOBRAND CORPORATION        ,750.0
1_HARDERSFIELD_5661,1,5661,Dr McGillicuddy's Root Beer,750mL,1,13.99,13.99,2016-01-07,750,1,0.79,8004,SAZERAC CO INC             ,750.0
41_LARNWICK_5232,41,5232,DeKuyper Buttershots Schnaps,1.75L,1,16.99,16.99,2016-01-05,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,1750.0
7_STANMORE_23249,7,23249,Rosemount Gewurz/Rsl,750mL,1,9.99,9.99,2016-01-02,750,2,0.11,4425,MARTIGNETTI COMPANIES,750.0
35_HALIVAARA_2148,35,2148,Canadian Mist Traveler,750mL,2,15.98,7.99,2016-01-02,750,1,1.57,1128,BROWN-FORMAN CORP          ,750.0
76_DONCASTER_4148,76,4148,Fattoria de Limone,750mL,1,15.99,15.99,2016-01-29,750,1,0.79,10754,PERFECTA WINES             ,750.0
67_EANVERNESS_21834,67,21834,Meiomi Chard,750mL,2,35.98,17.99,2016-01-31,750,2,0.22,1392,CONSTELLATION BRANDS INC   ,750.0
32_MOUNTMEND_5403,32,5403,Amaretto di Amore,750mL,2,19.98,9.99,2016-01-22,750,1,1.57,660,SAZERAC NORTH AMERICA INC. ,750.0
67_EANVERNESS_25932,67,25932,Gabbiano Chianti Clsc,750mL,2,19.98,9.99,2016-01-31,750,2,0.22,9819,TREASURY WINE ESTATES      ,750.0
31_HORNSEY_497,31,497,Capt Morgan Spiced Rum,Liter,20,399.8,19.99,2016-01-20,1000,1,21.0,3960,DIAGEO NORTH AMERICA INC   ,
14_BROMWICH_2975,14,2975,Bird Dog Blackberry Whiskey,750mL,1,14.99,14.99,2016-01-05,750,1,0.79,9625,WESTERN SPIRITS BEVERAGE CO,750.0
73_DONCASTER_15194,73,15194,Billecart-Salmon Brut Rose,750mL,1,75.99,75.99,2016-01-01,750,2,0.11,10754,PERFECTA WINES             ,750.0
36_LEWES_3545,36,3545,Ketel One Vodka,1.75L,1,29.99,29.99,2016-01-29,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   ,1750.0
53_HILLFAR_1623,53,1623,Bulleit 95 Rye,375mL,1,14.99,14.99,2016-01-25,375,1,0.39,3960,DIAGEO NORTH AMERICA INC   ,375.0
10_HORNSEY_2890,10,2890,Four Roses Bourbon,750mL,1,26.99,26.99,2016-02-04,750,1,0.79,9552,M S WALKER INC             ,750.0
24_PALPERROTH_8726,24,8726,Baileys Irish Cream,50mL,2,3.98,1.99,2016-01-31,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   ,50.0
67_EANVERNESS_41213,67,41213,A to Z Pnt Nr Ore,750mL,1,17.99,17.99,2016-01-03,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP ,750.0
66_EANVERNESS_8023,66,8023,DeKuyper Triple Sec,750mL,3,14.97,4.99,2016-01-17,750,1,2.36,12546,JIM BEAM BRANDS COMPANY    ,750.0
54_GUTHRAM_3677,54,3677,Shady Fruit Valencia Orange,750mL,1,11.99,11.99,2016-01-08,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,750.0
56_BEGGAR'S HOLE_41159,56,41159,Phillips Earthquake Ld Znfdl,750mL,3,77.97,25.99,2016-01-26,750,2,0.34,4425,MARTIGNETTI COMPANIES,750.0
15_WANBORNE_25711,15,25711,Alexander Vly Vyd Cab Svgn,750mL,4,79.96,19.99,2016-02-01,750,2,0.45,7153,PINE STATE TRADING CO      ,750.0
31_HORNSEY_3630,31,3630,Stolichnaya Razberi,1.75L,2,53.98,26.99,2016-01-06,1750,1,3.67,8664,"STOLI GROUP,(USA) LLC      ",1750.0
1_HARDERSFIELD_3300,1,3300,Smirnoff Sorbet Mango/Pasion,50mL,5,4.95,0.99,2016-01-21,50,1,0.26,3960,DIAGEO NORTH AMERICA INC   ,50.0
66_EANVERNESS_32831,66,32831,Carpineto Dogajolo Tuscan Rd,750mL,10,99.9,9.99,2016-01-08,750,2,1.12,9165,ULTRA BEVERAGE COMPANY LLP ,750.0
39_EASTHALLOW_24419,39,24419,Bonterra Mendocino Org Chard,750mL,2,23.98,11.99,2016-01-28,750,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP ,750.0
15_WANBORNE_23271,15,23271,Darkhorse Merlot,750mL,1,7.99,7.99,2016-01-27,750,2,0.11,3252,E & J GALLO WINERY         ,750.0
13_TARMSWORTH_8103,13,8103,Sauza Gold Tequila,50mL,5,4.95,0.99,2016-01-29,50,1,0.26,12546,JIM BEAM BRANDS COMPANY    ,50.0
15_WANBORNE_44915,15,44915,Broadbent Vinho Verde Wh,750mL,8,95.92,11.99,2016-01-21,750,2,0.9,90024,VINILANDIA USA             ,750.0
76_DONCASTER_29352,76,29352,Elk Cove Pnt Gris Ore,750mL,2,37.98,18.99,2016-01-06,750,2,0.22,4425,MARTIGNETTI COMPANIES,750.0
16_LUNDY_5365,16,5365,Kahlua,750mL,1,19.99,19.99,2016-02-27,750,1,0.79,17035,PERNOD RICARD USA          ,750.0
75_BARNCOMBE_2127,75,2127,Canadian Ltd,1.75L,2,20.98,10.49,2016-01-27,1750,1,3.67,660,SAZERAC NORTH AMERICA INC. ,1750.0
67_EANVERNESS_24771,67,24771,Les Darons Lang J Carrel Rou,750mL,1,12.99,12.99,2016-01-14,750,2,0.11,10754,PERFECTA WINES             ,750.0
55_DRY GULCH_24829,55,24829,Cecchi Chianti Classico,750mL,1,10.99,10.99,2016-01-17,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP ,750.0
66_EANVERNESS_40051,66,40051,Concannon Select Vyds Pnt Nr,750mL,1,7.99,7.99,2016-01-03,750,2,0.11,9815,WINE GROUP INC             ,750.0
73_DONCASTER_8135,73,8135,Choco Lat Liqueur,750mL,2,21.98,10.99,2016-01-27,750,1,1.57,9552,M S WALKER INC             ,750.0
78_EASTHAVEN_4959,78,4959,Bacardi Tangerine,50mL,2,1.98,0.99,2016-01-06,50,1,0.1,480,BACARDI USA INC            ,50.0
59_CLAETHORPES_23950,59,23950,Ch Haut-Robert 10,750mL,2,21.98,10.99,2016-01-23,750,2,0.22,7153,PINE STATE TRADING CO      ,750.0
72_HARDERSFIELD_23595,72,23595,Almaden Burgundy B/B,5L,1,16.99,16.99,2016-01-06,5000,2,0.75,9815,WINE GROUP INC             ,5000.0
42_BLACK HOLLOW_8023,42,8023,DeKuyper Triple Sec,750mL,1,4.99,4.99,2016-01-24,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
